,coords,label
28,"[ 0.5047639   0.91821581  0.00000097  0.64084852  0.83206999 -0.08528426
  0.6888029   0.66794086 -0.08937769  0.66015208  0.51589817 -0.08842148
  0.61032242  0.40956929 -0.08205492  0.66573948  0.54918903 -0.00537483
  0.68437266  0.36442819 -0.03312448  0.6779713   0.25464559 -0.05216912
  0.67215711  0.15679711 -0.06755051  0.57188576  0.5425815   0.00752905
  0.55673486  0.36008352 -0.03914351  0.53653818  0.23264626 -0.07907136
  0.52588272  0.13151518 -0.10114768  0.48427528  0.57799685  0.00656113
  0.43637425  0.4544456  -0.08884013  0.4459883   0.5456937  -0.12052939
  0.46784055  0.61906523 -0.11298449  0.39253271  0.63245797  0.00009587
  0.35906622  0.54901302 -0.0915685   0.37877089  0.60938948 -0.11641084
  0.41193721  0.66514188 -0.11445168]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
29,"[ 0.57669854  0.92852497  0.00000124  0.70350242  0.83891398 -0.07489276
  0.75896078  0.68074197 -0.08850135  0.66818404  0.55602008 -0.0908634
  0.56894779  0.50873381 -0.094087    0.68128574  0.52960628 -0.03936189
  0.6986174   0.35847229 -0.06564821  0.71569288  0.24916142 -0.08849771
  0.73462725  0.16503534 -0.10618871  0.58707702  0.52267951 -0.02971486
  0.58247524  0.34525266 -0.04976056  0.58380812  0.22649664 -0.07823475
  0.59209019  0.14572001 -0.09806969  0.50903308  0.55536044 -0.02981758
  0.46975791  0.38193449 -0.07663774  0.45093262  0.26829463 -0.13338089
  0.44265273  0.19066179 -0.17016503  0.43460673  0.62242705 -0.03400216
  0.39468384  0.53489178 -0.09477369  0.40572667  0.53983283 -0.12681459
  0.42137903  0.56853807 -0.14383784]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0.]"
30,"[ 0.49942181  0.71475697 -0.00000003  0.61480469  0.70197105 -0.11848436
  0.72498327  0.53480691 -0.17637175  0.71138078  0.35037866 -0.22190069
  0.70924705  0.19769986 -0.25721341  0.7205143   0.34951937 -0.09111939
  0.76991403  0.27438465 -0.21251808  0.76906621  0.35542542 -0.27170548
  0.75428557  0.43372619 -0.29152989  0.57478952  0.30948168 -0.07703777
  0.60737109  0.2314049  -0.19779702  0.59250176  0.40868926 -0.22264406
  0.58140725  0.49486572 -0.21330731  0.43462881  0.31820709 -0.08254566
  0.46748638  0.27295312 -0.21591093  0.47272757  0.45089254 -0.19017501
  0.46073398  0.52977008 -0.14048174  0.29433417  0.35950324 -0.09547408
  0.3270134   0.31230789 -0.19129603  0.3591457   0.43933395 -0.1702415
  0.36872345  0.5016697  -0.13183728]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0.]"
31,"[ 0.61027628  1.01715803  0.00000069  0.76888001  0.9300918  -0.06397436
  0.79799378  0.76393074 -0.07195264  0.69108438  0.63076663 -0.07313098
  0.5844878   0.57393992 -0.07617082  0.80679744  0.63236171 -0.02884871
  0.80008459  0.45113948 -0.06866298  0.78311837  0.33164006 -0.10614826
  0.76963603  0.22963274 -0.13757837  0.70476961  0.60578448 -0.0297727
  0.69758731  0.40786633 -0.07159238  0.68501455  0.26733547 -0.11925328
  0.683097    0.15046394 -0.15376239  0.61065888  0.62349874 -0.04009455
  0.60197413  0.43159616 -0.09596927  0.60092878  0.30595982 -0.14937618
  0.60211432  0.19929394 -0.18251474  0.51066327  0.67922449 -0.05433479
  0.51565391  0.53747439 -0.11381665  0.52875435  0.44578379 -0.15112412
  0.5464884   0.35699165 -0.17502439]","[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
32,"[ 0.5221312   0.91534686  0.00000028  0.65636957  0.89588261 -0.08339461
  0.7607342   0.75962234 -0.11557319  0.76871169  0.62160063 -0.14101653
  0.67611879  0.55401802 -0.16140817  0.72763795  0.56219661 -0.05596121
  0.75660813  0.4268986  -0.13434984  0.73360854  0.44851559 -0.19591849
  0.69933516  0.49506605 -0.22414455  0.64622092  0.52005869 -0.04768417
  0.66758054  0.32836378 -0.08638541  0.66832578  0.20425797 -0.12063947
  0.66291308  0.09905398 -0.14264004  0.56281155  0.51871562 -0.05498263
  0.5714013   0.33610022 -0.09626712  0.5749588   0.22188948 -0.13063712
  0.57173425  0.1248737  -0.15013593  0.46975714  0.5468061  -0.07053011
  0.47612262  0.40470913 -0.10195942  0.48100567  0.3153716  -0.11544252
  0.48362759  0.23626934 -0.12253185]","[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
33,"[ 0.48699242  0.8009882  -0.00000115  0.59474653  0.68795139 -0.10361654
  0.64987808  0.51077855 -0.13497794  0.61490804  0.34036857 -0.15744683
  0.57346421  0.21126674 -0.15499064  0.63072109  0.35896    -0.00148155
  0.64485407  0.26674119 -0.1030977   0.65142012  0.40184277 -0.14235975
  0.64536858  0.43475163 -0.15314572  0.52179694  0.3627491   0.01563351
  0.52621961  0.29184604 -0.09460991  0.55752182  0.4625285  -0.10340869
  0.56044292  0.46087533 -0.07885098  0.41986597  0.38710558  0.00593351
  0.42521232  0.36060482 -0.1169938   0.46796706  0.5122726  -0.08794381
  0.46918705  0.50668377 -0.03463444  0.31988972  0.42396623 -0.01257534
  0.34658051  0.41456461 -0.07855718  0.38570756  0.52126753 -0.05266312
  0.38326156  0.53037047 -0.01308636]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0.]"
34,"[ 0.63902617  0.88431132  0.0000011   0.7547192   0.80019879 -0.06975224
  0.77814764  0.64194125 -0.08130035  0.71456385  0.51645732 -0.0853086
  0.6360445   0.45153931 -0.0859283   0.80631173  0.56485373 -0.05025791
  0.81753802  0.39105263 -0.10076334  0.80655456  0.28202364 -0.12843806
  0.79669923  0.18684691 -0.14336573  0.70352507  0.56218767 -0.04564311
  0.67419362  0.37997925 -0.11209109  0.64192218  0.25824159 -0.14948706
  0.62111461  0.14724717 -0.16162303  0.60944438  0.60003865 -0.04720223
  0.57437652  0.5025962  -0.15436533  0.61141968  0.61533231 -0.16270801
  0.63982332  0.68960381 -0.13144401  0.52612942  0.66584957 -0.05113493
  0.50211394  0.58963591 -0.13899797  0.54275984  0.66796374 -0.13083458
  0.5720526   0.72354138 -0.10004383]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0.]"
35,"[ 0.29981089  0.80742264  0.0000007   0.44695765  0.76414073  0.00359429
  0.56325114  0.68067682 -0.02687628  0.66113496  0.6404568  -0.06986
  0.76150709  0.62574208 -0.11812312  0.47596446  0.46041155 -0.05236112
  0.58103389  0.357777   -0.12561898  0.67906582  0.35159564 -0.17657949
  0.76730621  0.36889425 -0.21144927  0.42248172  0.46046293 -0.10265907
  0.56272882  0.3371008  -0.1797332   0.68084449  0.34170094 -0.22563429
  0.77473515  0.37156785 -0.25495833  0.3754245   0.49066466 -0.15566367
  0.50889027  0.36247423 -0.22775762  0.63392365  0.35438862 -0.26290286
  0.73615623  0.37082672 -0.28305677  0.34214237  0.54827744 -0.20808616
  0.44082046  0.44761857 -0.27113119  0.53901935  0.41383839 -0.30182573
  0.62681103  0.40535587 -0.32163379]","[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
36,"[ 0.48822957  0.81214017 -0.00000173  0.61269897  0.74591613 -0.0589614
  0.69680953  0.60109735 -0.07430163  0.74981433  0.48551959 -0.08964692
  0.83875358  0.4770155  -0.09555941  0.62190968  0.47450525 -0.03798252
  0.55137616  0.40523389 -0.11043649  0.5227195   0.50877202 -0.1364655
  0.52583998  0.59831083 -0.13070829  0.53539532  0.47507548 -0.02711141
  0.47008145  0.43003166 -0.12529401  0.47163704  0.55914956 -0.14753264
  0.48659757  0.64658636 -0.13054396  0.45718485  0.48109043 -0.02758708
  0.3921715   0.44157073 -0.12313288  0.41405779  0.55711412 -0.13592374
  0.44708648  0.63692784 -0.10681051  0.37952864  0.49036038 -0.03087533
  0.34414479  0.36180222 -0.07299446  0.31745848  0.28164011 -0.08294149
  0.29623199  0.2063572  -0.07331919]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0.]"
37,"[ 0.57723409  0.85907775  0.00000032  0.67479318  0.87279898 -0.06936076
  0.77395028  0.79385209 -0.13185962  0.75630718  0.7406286  -0.19337656
  0.66764152  0.735991   -0.25476223  0.71465534  0.51932716 -0.09858452
  0.70404208  0.343234   -0.17682301  0.71118695  0.22745699 -0.22333314
  0.70203394  0.13323417 -0.25661844  0.60748959  0.5483225  -0.10724571
  0.62974501  0.47612488 -0.2074202   0.67471647  0.64078838 -0.21573158
  0.67407036  0.69553262 -0.20160887  0.52093774  0.59683675 -0.12318134
  0.5391376   0.53626502 -0.2195875   0.59711766  0.67855126 -0.17148043
  0.59927863  0.72674954 -0.12107223  0.4352349   0.6590445  -0.14550509
  0.46392542  0.638201   -0.20646667  0.51480865  0.73774588 -0.16687086
  0.51958042  0.76313984 -0.12737738]","[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
38,"[ 0.57768124  0.91928637  0.0000013   0.70555949  0.83676612 -0.09072997
  0.76217663  0.68184137 -0.11042017  0.68390638  0.55437917 -0.11565325
  0.57817608  0.50012761 -0.12053524  0.6831876   0.52745777 -0.04676878
  0.69477731  0.35462695 -0.07007175  0.70293134  0.24429944 -0.0908655
  0.71269494  0.16070738 -0.1079367   0.59422779  0.52086425 -0.03514624
  0.59411711  0.33641073 -0.05110986  0.59793329  0.21337575 -0.07893677
  0.60556722  0.12856942 -0.0989289   0.51898485  0.55067748 -0.03592837
  0.48697412  0.36932921 -0.08839564  0.47579265  0.25487959 -0.15444019
  0.46950126  0.17188603 -0.19741386  0.44767594  0.61113459 -0.04201118
  0.41390455  0.52457565 -0.11522622  0.42263937  0.53802162 -0.15658098
  0.43003443  0.5742203  -0.1796771 ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0.]"
39,"[ 0.54383647  0.87053621  0.00000112  0.66754097  0.78670084 -0.0617223
  0.72909284  0.63741416 -0.07715926  0.74141026  0.5079025  -0.09424698
  0.66215813  0.43058997 -0.10791776  0.66154408  0.47284275 -0.01966051
  0.63201445  0.31669301 -0.06641882  0.58952588  0.22413474 -0.10024922
  0.54575217  0.13559163 -0.12269892  0.57858145  0.48013133 -0.0248038
  0.58933866  0.29907641 -0.09335674  0.59579879  0.18282843 -0.13216984
  0.59845805  0.0853661  -0.14879879  0.49060151  0.52841383 -0.03965243
  0.46520799  0.41506243 -0.15093748  0.50496656  0.53723854 -0.16131473
  0.54134107  0.63348687 -0.13381834  0.40236351  0.59866399 -0.05793853
  0.39066058  0.52468288 -0.15016547  0.43439755  0.61032343 -0.14858302
  0.46632546  0.6793614  -0.12518102]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0.]"
40,"[ 0.5642314   0.90175909  0.00000116  0.67453241  0.79982936 -0.05423978
  0.71252149  0.64431822 -0.06970808  0.65156311  0.53829587 -0.0864635
  0.55517149  0.48546079 -0.09979449  0.66596013  0.52199346 -0.02464027
  0.66401839  0.3599157  -0.07269887  0.64787781  0.26172134 -0.10122629
  0.63581645  0.17199543 -0.11621638  0.57077235  0.52061421 -0.03662387
  0.56269717  0.33704779 -0.10780463  0.55253279  0.21529865 -0.15218294
  0.54670799  0.11091778 -0.16801596  0.48182085  0.56144166 -0.05454402
  0.44884142  0.4910906  -0.16294001  0.49133363  0.61120814 -0.17517203
  0.52550954  0.68931228 -0.1457846   0.39651641  0.62850726 -0.07408772
  0.37661886  0.57387739 -0.15062161  0.42481434  0.65880424 -0.13705882
  0.45505321  0.71331024 -0.10469916]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 0.]"
41,"[ 0.52318656  0.895684   -0.00000168  0.635777    0.77726573 -0.08097175
  0.67171484  0.59818232 -0.11851032  0.55592084  0.49771494 -0.15642858
  0.41124144  0.50214136 -0.18262696  0.64195573  0.43016148 -0.02939764
  0.64729905  0.25426051 -0.11862592  0.64082426  0.35776296 -0.17418103
  0.62534755  0.44363537 -0.2039455   0.52904153  0.42837852 -0.03251809
  0.5033114   0.22707866 -0.12788847  0.52345115  0.36583063 -0.16240948
  0.53239906  0.4547222  -0.168029    0.4238677   0.44894361 -0.05234889
  0.38382667  0.25381264 -0.14732026  0.42346182  0.37759775 -0.14797972
  0.44588554  0.47299361 -0.1269694   0.32179874  0.49764299 -0.07947033
  0.2978147   0.34406757 -0.13952762  0.3372283   0.41991317 -0.13453569
  0.36665475  0.4999043  -0.12011345]","[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
42,"[ 0.48521644  0.91165328  0.00000017  0.59566396  0.86222827 -0.08044723
  0.67722136  0.76396114 -0.12993456  0.71136194  0.67870891 -0.17792809
  0.67621875  0.60268867 -0.22060977  0.65240258  0.54862708 -0.07015876
  0.68950868  0.42318457 -0.1672873   0.67155737  0.46923923 -0.24288876
  0.63851207  0.52900213 -0.27855036  0.56960738  0.51729077 -0.07345918
  0.59782135  0.33239841 -0.12471249  0.60086894  0.21929589 -0.16912481
  0.60151404  0.11348364 -0.20045987  0.4867132   0.52718419 -0.0922428
  0.50421041  0.35564458 -0.13563955  0.51060301  0.24267404 -0.16749714
  0.52063799  0.1378172  -0.18900634  0.40059349  0.56826442 -0.1203427
  0.41126096  0.43743235 -0.14811118  0.42085737  0.35024118 -0.15547752
  0.43619823  0.26650959 -0.16104327]","[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
43,"[ 0.52651072  0.92428601  0.00000049  0.66131061  0.90146399 -0.10627421
  0.74930549  0.77238321 -0.15468241  0.74696368  0.63881254 -0.19363934
  0.65683764  0.5550651  -0.22706342  0.7223081   0.573915   -0.0861531
  0.75804049  0.44122535 -0.18100388  0.7348215   0.46806425 -0.24983358
  0.69538271  0.52093887 -0.28044301  0.63641906  0.53027904 -0.07226893
  0.65897089  0.33102274 -0.12612247  0.66244924  0.20251602 -0.16841182
  0.66155422  0.09571487 -0.19513974  0.54673243  0.53235722 -0.07607906
  0.55275661  0.33714461 -0.13080359  0.55486339  0.2157364  -0.17329995
  0.55491114  0.11268049 -0.19762856  0.44771239  0.56493342 -0.0891515
  0.45091766  0.41570729 -0.1314941   0.45501772  0.31979883 -0.15269852
  0.46119145  0.23434317 -0.16530967]","[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
44,"[ 0.58944017  0.85914493  0.00000013  0.6898886   0.87404376 -0.06146134
  0.79689205  0.78260219 -0.11648624  0.77803069  0.71794868 -0.17222907
  0.68709731  0.71637565 -0.2275925   0.73218656  0.50993145 -0.08760631
  0.71736377  0.32640702 -0.16675439  0.71994269  0.20634261 -0.21631438
  0.70469707  0.11001951 -0.2513926   0.62345695  0.53594339 -0.09792414
  0.63520116  0.47217959 -0.19835438  0.68253267  0.63167602 -0.20971821
  0.68105483  0.68406355 -0.19768278  0.53702295  0.58176786 -0.11517455
  0.54936051  0.51974696 -0.20975751  0.60741192  0.65597075 -0.16549179
  0.6069544   0.70305008 -0.11814532  0.45209944  0.64189267 -0.13832143
  0.48482478  0.6277383  -0.1994575   0.53416896  0.72336376 -0.16380776
  0.53323436  0.74417818 -0.12624943]","[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
45,"[ 0.59114975  0.73879492 -0.00000079  0.71452147  0.63838583 -0.0588272
  0.78960896  0.47895682 -0.07011757  0.72874367  0.34578115 -0.08122974
  0.61667752  0.32332    -0.08100365  0.77829206  0.33797592  0.02355154
  0.78719521  0.17294015 -0.02259246  0.74960816  0.24260211 -0.06343547
  0.73425043  0.32998461 -0.08399606  0.67629534  0.32449725  0.03073451
  0.66504681  0.15794344 -0.01570701  0.64302313  0.25047797 -0.05217448
  0.64789373  0.33526918 -0.06294924  0.58700478  0.33777568  0.02543831
  0.55921149  0.18332005 -0.01430783  0.56305563  0.25964504 -0.02961526
  0.57798254  0.34925205 -0.02618008  0.50172186  0.37349623  0.01351104
  0.47740808  0.25712281 -0.00685491  0.49449173  0.28870627 -0.00468346
  0.52079314  0.3576608   0.00519302]","[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
46,"[ 0.49019402  0.9341985  -0.0000014   0.62484038  0.83287597 -0.06233343
  0.69112587  0.68476731 -0.08899642  0.6341331   0.53966016 -0.11544461
  0.51627052  0.51574856 -0.13106945  0.65713143  0.55012447 -0.01975356
  0.6664142   0.40375501 -0.07279984  0.62438762  0.48474056 -0.10402022
  0.60183364  0.56251669 -0.11578054  0.55544698  0.53525037 -0.01659326
  0.53500593  0.38607103 -0.07786092  0.52132875  0.50568879 -0.10467322
  0.53289759  0.57294369 -0.10652687  0.46059415  0.5401271  -0.02370698
  0.44137019  0.40443    -0.0780547   0.45380503  0.51721793 -0.07784378
  0.4735814   0.6217761  -0.05965027  0.36470082  0.56001115 -0.03760034
  0.33377001  0.41551125 -0.06131666  0.31205821  0.31547886 -0.06624968
  0.30222133  0.22988161 -0.06545881]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
47,"[ 0.55914265  0.90181148  0.00000113  0.67504972  0.78899777 -0.05450356
  0.70897871  0.63106692 -0.07024661  0.64092386  0.52248436 -0.08695403
  0.54399133  0.47557756 -0.10115834  0.66631597  0.51377648 -0.0276134
  0.66094828  0.35388002 -0.0762187   0.64475644  0.25433332 -0.10550259
  0.63387996  0.16479409 -0.11994348  0.57078588  0.51295072 -0.03712473
  0.56018561  0.32482255 -0.10532685  0.54969054  0.20149159 -0.1458627
  0.54554939  0.09823725 -0.15919669  0.4808065   0.55452543 -0.05235732
  0.44871753  0.47792205 -0.15689473  0.49172056  0.59595323 -0.16644582
  0.52599418  0.68070954 -0.13569535  0.39500648  0.62203765 -0.06934216
  0.37491351  0.557419   -0.1413583   0.42369759  0.64138961 -0.12388174
  0.45285857  0.70557427 -0.08895828]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 0.]"
48,"[ 0.53328907  0.92100084  0.00000019  0.67459691  0.90427113 -0.07929581
  0.7632364   0.77280033 -0.11129313  0.76686269  0.63985491 -0.13780026
  0.68897897  0.56279093 -0.15985058  0.74163687  0.58130348 -0.06639413
  0.77242672  0.44572812 -0.15195318  0.74928641  0.47526473 -0.21569593
  0.71554762  0.5281648  -0.24484992  0.65830088  0.53441584 -0.06263463
  0.68373156  0.3347227  -0.11456104  0.68729216  0.20846561 -0.15729281
  0.68501055  0.10736534 -0.18453708  0.57066536  0.53037918 -0.0730019
  0.58095336  0.3377741  -0.12458035  0.58687788  0.21931347 -0.1668402
  0.58801639  0.12107512 -0.19075745  0.47492746  0.55963081 -0.09005614
  0.4814781   0.40763253 -0.1277582   0.48822638  0.31302091 -0.14609914
  0.49470243  0.23081887 -0.15650822]","[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
49,"[ 0.83119094  0.78722847  0.00000088  0.82651031  0.63334137 -0.1122816
  0.7279579   0.49008876 -0.1390167   0.61044204  0.42064202 -0.15758042
  0.5308879   0.46997833 -0.17460358  0.50689614  0.52986532 -0.04307488
  0.34989071  0.49970371 -0.08020496  0.25447446  0.49392977 -0.11925499
  0.17694557  0.4916572  -0.15236269  0.47567871  0.62301207 -0.02716299
  0.30395892  0.597893   -0.07628199  0.18650165  0.57826769 -0.14012486
  0.10392335  0.56504244 -0.19008429  0.4807781   0.71513408 -0.0270324
  0.33481699  0.70474994 -0.11586733  0.36280894  0.6928556  -0.1954204
  0.43081164  0.6934787  -0.23560207  0.49794683  0.80935144 -0.03510643
  0.38492483  0.80344325 -0.12556911  0.40105188  0.78736913 -0.18850359
  0.45578799  0.77164721 -0.22627532]","[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
50,"[ 0.6047824   0.89804697 -0.0000013   0.65589452  0.79903394 -0.11471527
  0.69141632  0.64513063 -0.2229955   0.69815385  0.4801003  -0.30896372
  0.69887817  0.34837663 -0.40408012  0.67329663  0.73597598 -0.31369361
  0.71793813  0.54090595 -0.40936467  0.71503294  0.41917846 -0.48610991
  0.70245165  0.34078908 -0.53524309  0.59088635  0.71995759 -0.28732613
  0.59221995  0.50470996 -0.37343085  0.57432765  0.38150856 -0.41223088
  0.55627096  0.31853086 -0.44643578  0.52214897  0.70067888 -0.2508775
  0.49734223  0.50941634 -0.30711526  0.47716331  0.44306302 -0.31540549
  0.47516426  0.41450617 -0.32514614  0.46968257  0.68519783 -0.22092764
  0.42833203  0.54368258 -0.24620706  0.42371425  0.49880385 -0.22880609
  0.43539169  0.48456889 -0.22166304]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0.]"
51,"[ 0.46244502  0.76204717 -0.00000117  0.58245528  0.66968369 -0.05577052
  0.6909138   0.55021548 -0.08479575  0.80898428  0.46906537 -0.11796755
  0.91646224  0.43701595 -0.13704872  0.64123869  0.3935132  -0.00905337
  0.62705654  0.28919357 -0.09113155  0.60359561  0.40118223 -0.13197787
  0.60587448  0.48142108 -0.13685238  0.54390305  0.38353452 -0.00651946
  0.5302009   0.29488999 -0.09864811  0.5203222   0.43464079 -0.12150697
  0.52796578  0.50395215 -0.1075156   0.4526149   0.38983196 -0.01885347
  0.43934125  0.31234574 -0.09961136  0.44734699  0.44201955 -0.09121812
  0.46435276  0.53069359 -0.05258957  0.36865139  0.40381035 -0.03670068
  0.37140849  0.26217848 -0.06756837  0.37322354  0.1762934  -0.06065159
  0.37735295  0.09242344 -0.03979114]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 1. 0.]"
52,"[ 0.56057578  0.93387908  0.00000074  0.69286561  0.82849449 -0.05271529
  0.73813903  0.65085322 -0.05611572  0.66419953  0.52494621 -0.05580924
  0.54627305  0.53496349 -0.05353295  0.72381592  0.5120877   0.01209
  0.739663    0.35298896  0.00229258  0.73663163  0.2575869  -0.02197757
  0.72953928  0.17250979 -0.04625261  0.64154273  0.49555936  0.01113495
  0.65833306  0.32493857  0.00605847  0.66630143  0.20698881 -0.02205383
  0.67049336  0.10671318 -0.04713047  0.56288159  0.51651621  0.00048118
  0.57534367  0.35555366 -0.01356368  0.59189939  0.24453215 -0.04789301
  0.59994084  0.15469074 -0.07379761  0.48071218  0.56474638 -0.01693934
  0.48392695  0.43855107 -0.03228202  0.49740094  0.34644067 -0.04697529
  0.50727344  0.2683236  -0.06066624]","[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
